event_id,n_documents,n_filings,n_amendment_filings,n_initial_filings,has_amendment,forms,form_families,primary_form_family,entity_names,primary_entity,ciks,primary_cik,tickers,first_file_date,last_file_date,event_span_days,n_exhibits,n_primary_docs
333-223584,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Neoleukin Therapeutics, Inc.']","Neoleukin Therapeutics, Inc.",['0001404644'],0001404644,['NGNE'],2020-07-01,2020-07-02,1,0,2
333-223585,3,3,0,3,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Akebia Therapeutics, Inc.']","Akebia Therapeutics, Inc.",['0001517022'],0001517022,['AKBA'],2020-03-12,2020-05-12,61,0,3
333-223596,3,3,0,3,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Editas Medicine, Inc.']","Editas Medicine, Inc.",['0001650664'],0001650664,['EDIT'],2020-05-15,2021-01-21,251,0,3
333-223626,2,2,0,2,False,['424B2' '424B5'],['prospectus_supplement'],prospectus_supplement,['Vulcan Materials CO'],Vulcan Materials CO,['0001396009'],0001396009,['VMC'],2020-05-07,2020-05-08,1,0,2
333-223674,1,1,0,1,False,['424B2'],['prospectus_supplement'],prospectus_supplement,['LIGHTBRIDGE Corp'],LIGHTBRIDGE Corp,['0001084554'],0001084554,['LTBR'],2020-10-09,2020-10-09,0,0,1
333-223679,2,2,0,2,False,['424B2'],['prospectus_supplement'],prospectus_supplement,['Mastercard Inc'],Mastercard Inc,['0001141391'],0001141391,['MA'],2020-03-24,2020-03-25,1,0,2
333-223690,4,4,0,4,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['ExOne Co'],ExOne Co,['0001561627'],0001561627,[],2020-06-11,2021-02-11,245,0,4
333-223739,3,3,0,3,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Nabriva Therapeutics plc'],Nabriva Therapeutics plc,['0001641640'],0001641640,[],2020-06-01,2020-09-01,92,0,3
333-223750,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Sesen Bio, Inc.']","Sesen Bio, Inc.",['0001485003'],0001485003,['CARM'],2020-10-30,2021-02-17,110,0,2
333-223799,1,1,0,1,False,['424B2'],['prospectus_supplement'],prospectus_supplement,['Braemar Hotels & Resorts Inc.'],Braemar Hotels & Resorts Inc.,['0001574085'],0001574085,['BHR' 'BHR-PB' 'BHR-PD'],2021-02-10,2021-02-10,0,0,1
333-223878,2,2,0,2,False,['424B2' '424B5'],['prospectus_supplement'],prospectus_supplement,['MISONIX INC'],MISONIX INC,['0000880432'],0000880432,[],2020-01-22,2020-01-24,2,0,2
333-223923,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Galmed Pharmaceuticals Ltd.'],Galmed Pharmaceuticals Ltd.,['0001595353'],0001595353,['GLMD'],2021-02-16,2021-02-18,2,0,2
333-223960,7,7,0,7,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['INPIXON'],INPIXON,['0001529113'],0001529113,['XTIA'],2020-03-03,2021-02-17,351,0,7
333-223999,2,2,0,2,False,['424B2'],['prospectus_supplement'],prospectus_supplement,"['Investcorp Credit Management BDC, Inc.']","Investcorp Credit Management BDC, Inc.",['0001578348'],0001578348,['ICMB'],2021-03-24,2021-03-25,1,0,2
333-224068,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['ASURE SOFTWARE INC'],ASURE SOFTWARE INC,['0000884144'],0000884144,['ASUR'],2020-12-17,2020-12-18,1,0,2
333-224096,2,2,0,2,False,['424B3' '424B5'],['prospectus_supplement'],prospectus_supplement,['ASSOCIATED BANC-CORP'],ASSOCIATED BANC-CORP,['0000007789'],0000007789,['ASB' 'ASB-PE' 'ASB-PF' 'ASBA'],2020-06-09,2020-06-11,2,0,2
333-224149,10,10,0,10,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['DANAHER CORP /DE/'],DANAHER CORP /DE/,['0000313616'],0000313616,['DHR'],2020-03-25,2020-10-01,190,0,10
333-224184,4,4,0,4,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['AquaBounty Technologies, Inc.']","AquaBounty Technologies, Inc.",['0001603978'],0001603978,['AQB'],2020-08-06,2020-12-10,126,0,4
333-224188,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Teligent, Inc.']","Teligent, Inc.",['0000352998'],0000352998,[],2021-01-28,2021-01-28,0,0,1
333-224230,3,3,0,3,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['ASPEN GROUP, INC.']","ASPEN GROUP, INC.",['0001487198'],0001487198,['ASPU'],2020-01-16,2020-08-31,228,0,3
333-224275,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['Variant Alternative Income Fund'],Variant Alternative Income Fund,['0001736510'],0001736510,['NICHX'],2020-08-28,2020-08-28,0,0,1
333-224333,4,4,0,4,False,['424B2' '424B5'],['prospectus_supplement'],prospectus_supplement,['XCEL ENERGY INC'],XCEL ENERGY INC,['0000072903'],0000072903,['XEL'],2020-03-27,2020-09-23,180,0,4
333-224337,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,"['Infrastructure & Energy Alternatives, Inc.']","Infrastructure & Energy Alternatives, Inc.",['0001652362'],0001652362,[],2021-02-03,2021-02-03,0,0,1
333-224367,2,2,0,2,False,['424B3' '424B5'],['prospectus_supplement'],prospectus_supplement,['UNITED COMMUNITY BANKS INC'],UNITED COMMUNITY BANKS INC,['0000857855'],0000857855,['UCB' 'UCB-PI'],2020-06-03,2020-06-05,2,0,2
333-224430,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['Naspers Ltd/ADR'],Naspers Ltd/ADR,['0001668748'],0001668748,[],2023-09-20,2023-09-20,0,0,1
333-224437,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['BeyondSpring Inc.'],BeyondSpring Inc.,['0001677940'],0001677940,['BYSI'],2020-02-07,2020-02-07,0,0,1
333-224476,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['McEwen Mining Inc.'],McEwen Mining Inc.,['0000314203'],0000314203,['MQMNW' 'MUX'],2021-02-08,2021-02-08,0,0,1
333-224489,6,6,0,6,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['NASDAQ, INC.']","NASDAQ, INC.",['0001120193'],0001120193,['NDAQ'],2020-02-10,2020-12-09,303,0,6
333-224495,43,43,0,43,False,['424B2' '424B3'],['prospectus_supplement'],prospectus_supplement,['CITIGROUP INC'],CITIGROUP INC,['0000200245' '0000831001'],0000200245,['C' 'C-PN'],2020-01-02,2021-04-28,482,0,43
333-224504,6,6,0,6,False,['424B2' '424B3' '424B5'],['prospectus_supplement'],prospectus_supplement,['BlackRock Inc.'],BlackRock Inc.,['0001364742'],0001364742,['BLK'],2020-01-16,2020-05-14,119,0,6
333-224523,33,33,0,33,False,['424B2' '424B5'],['prospectus_supplement'],prospectus_supplement,['BANK OF AMERICA CORP /DE/'],BANK OF AMERICA CORP /DE/,['0000070858'],0000070858,"['BAC' 'BAC-PB' 'BAC-PE' 'BAC-PK' 'BAC-PL' 'BAC-PM' 'BAC-PN' 'BAC-PO'
 'BAC-PP' 'BML-PG' 'BML-PH' 'BML-PJ' 'BML-PL']",2020-01-21,2021-07-23,549,0,33
333-224538,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['DUKE REALTY CORP'],DUKE REALTY CORP,['0000783280'],0000783280,[],2021-02-19,2021-02-19,0,0,1
333-224538-01,6,6,0,6,False,['424B3' '424B5'],['prospectus_supplement'],prospectus_supplement,['DUKE REALTY LIMITED PARTNERSHIP/' 'DUKE REALTY Ltd PARTNERSHIP/'],DUKE REALTY LIMITED PARTNERSHIP/,['0001003410'],0001003410,[],2020-02-11,2021-01-12,336,0,6
333-224541,2,2,0,2,False,['424B2'],['prospectus_supplement'],prospectus_supplement,['ALLSTATE CORP'],ALLSTATE CORP,['0000899051'],0000899051,['ALL' 'ALL-PB' 'ALL-PH' 'ALL-PI' 'ALL-PJ'],2020-11-19,2020-11-20,1,0,2
333-224558,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['American Water Works Company, Inc.']","American Water Works Company, Inc.",['0001410635' '0001410636'],0001410635,['AWK'],2020-04-08,2020-04-08,0,0,1
333-224558-01,1,1,0,1,False,['424B2'],['prospectus_supplement'],prospectus_supplement,['American Water Capital Corp.'],American Water Capital Corp.,['0001410635' '0001410636'],0001410635,[],2020-04-10,2020-04-10,0,0,1
333-224586,4,4,0,4,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Tonix Pharmaceuticals Holding Corp.'],Tonix Pharmaceuticals Holding Corp.,['0001430306'],0001430306,['TNXP'],2020-02-28,2021-02-09,347,0,4
333-224589,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['Sequans Communications S.A./ADR'],Sequans Communications S.A./ADR,['0001712301'],0001712301,[],2024-09-30,2024-09-30,0,0,1
333-224616,4,4,0,4,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Sabre Corp'],Sabre Corp,['0001597033'],0001597033,['SABR'],2020-08-19,2020-08-21,2,0,4
333-224627,5,5,0,5,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['CURIS INC'],CURIS INC,['0001108205'],0001108205,['CRIS'],2020-02-27,2020-12-10,287,0,5
333-224694,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['AC Immune SA'],AC Immune SA,['0001651625'],0001651625,['ACIU'],2020-09-08,2020-09-08,0,0,1
333-224727,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['GRIFFON CORP'],GRIFFON CORP,['0000050725'],0000050725,['GFF'],2020-08-11,2020-08-17,6,0,2
333-224728,6,6,0,6,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Synthetic Biologics, Inc.']","Synthetic Biologics, Inc.",['0000894158'],0000894158,['TOVX'],2020-11-17,2021-02-19,94,0,6
333-224788,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['CASELLA WASTE SYSTEMS INC'],CASELLA WASTE SYSTEMS INC,['0000911177'],0000911177,['CWST'],2020-10-20,2020-10-22,2,0,2
333-224828,2,2,0,2,False,['424B2' '424B5'],['prospectus_supplement'],prospectus_supplement,['AIR LEASE CORP'],AIR LEASE CORP,['0001487712'],0001487712,['AL' 'AL-PA'],2021-02-23,2021-02-24,1,0,2
333-224830,2,2,0,2,False,['424B2'],['prospectus_supplement'],prospectus_supplement,"['CNO Financial Group, Inc.']","CNO Financial Group, Inc.",['0001224608'],0001224608,['CNO' 'CNO-PA'],2020-11-17,2020-11-19,2,0,2
333-224880,3,3,0,3,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Forte Biosciences, Inc.']","Forte Biosciences, Inc.",['0001419041'],0001419041,['FBRX'],2020-09-04,2020-10-29,55,0,3
333-224881,5,5,0,5,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['CHF Solutions, Inc.']","CHF Solutions, Inc.",['0001506492'],0001506492,['NUWE' 'NUWEW'],2020-03-23,2021-03-17,359,0,5
333-224893,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Arcadia Biosciences, Inc.']","Arcadia Biosciences, Inc.",['0001469443'],0001469443,['RKDA'],2020-12-22,2020-12-22,0,0,1
333-224918,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['AXON ENTERPRISE, INC.']","AXON ENTERPRISE, INC.",['0001069183'],0001069183,['AXON'],2020-06-15,2020-06-17,2,0,2
333-225049,9,9,0,9,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['JONES SODA CO'],JONES SODA CO,['0001083522'],0001083522,['JSDA'],2020-03-30,2022-03-14,714,9,0
333-225075,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Cadence Bancorporation'],Cadence Bancorporation,['0001614184'],0001614184,[],2020-08-18,2020-08-18,0,0,1
333-225152,3,3,0,3,False,['424B2' '424B5'],['prospectus_supplement'],prospectus_supplement,"['RIVERNORTH OPPORTUNITIES FUND, INC.']","RIVERNORTH OPPORTUNITIES FUND, INC.",['0001501072'],0001501072,['RIV' 'RIV-PA'],2020-09-29,2020-12-08,70,0,3
333-225227,6,6,0,6,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['DIGITAL ALLY INC'],DIGITAL ALLY INC,['0001342958'],0001342958,['DGLY'],2020-02-28,2020-06-09,102,0,6
333-225230,6,6,0,6,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['IMMUNIC, INC.']","IMMUNIC, INC.",['0001280776'],0001280776,['IMUX'],2020-04-27,2020-08-05,100,0,6
333-225233,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['INOVIO PHARMACEUTICALS, INC.']","INOVIO PHARMACEUTICALS, INC.",['0001055726'],0001055726,['INO'],2020-02-07,2020-03-09,31,0,2
333-225254,2,2,0,2,False,['424B3'],['prospectus_supplement'],prospectus_supplement,"['Gofba, Inc.']","Gofba, Inc.",['0001735092'],0001735092,[],2021-04-19,2021-12-10,235,0,2
333-225284,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Ascendis Pharma A/S'],Ascendis Pharma A/S,['0001612042'],0001612042,['ASND'],2020-07-06,2020-07-09,3,0,2
333-225286,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['APPLIED GENETIC TECHNOLOGIES CORP'],APPLIED GENETIC TECHNOLOGIES CORP,['0001273636'],0001273636,[],2021-01-27,2021-01-29,2,0,2
333-225312,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['PDC ENERGY, INC.']","PDC ENERGY, INC.",['0000077877' '0001707808'],0000077877,[],2020-09-10,2020-09-14,4,0,2
333-225377,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['SIGMA LABS, INC.']","SIGMA LABS, INC.",['0000788611'],0000788611,['NTRP'],2021-03-26,2021-03-26,0,0,1
333-225394,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Veritone, Inc.']","Veritone, Inc.",['0001615165'],0001615165,['VERI'],2020-12-02,2020-12-03,1,0,2
333-225433,9,6,0,6,False,['8-K'],['current_report'],current_report,['TREND INNOVATIONS HOLDING INC.' 'AVANT TECHNOLOGIES INC.'],TREND INNOVATIONS HOLDING INC.,['0001740797'],0001740797,['AVAI'],2023-03-28,2024-05-07,406,3,6
333-225448,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['REMARK HOLDINGS, INC.']","REMARK HOLDINGS, INC.",['0001368365'],0001368365,['MARK'],2020-03-06,2020-03-06,0,0,1
333-225452,4,4,0,4,False,['424B2' '424B5'],['prospectus_supplement'],prospectus_supplement,['SELECTIVE INSURANCE GROUP INC'],SELECTIVE INSURANCE GROUP INC,['0000230557'],0000230557,['SIGI' 'SIGIP'],2020-05-13,2020-12-04,205,0,4
333-225517,3,3,0,3,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['BRAINSTORM CELL THERAPEUTICS INC.'],BRAINSTORM CELL THERAPEUTICS INC.,['0001137883'],0001137883,['BCLI'],2020-03-06,2020-09-25,203,0,3
333-225528,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Shake Shack Inc.'],Shake Shack Inc.,['0001620533'],0001620533,['SHAK'],2020-04-17,2020-04-20,3,0,2
333-225537,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['A&Q Multi-Strategy Fund'],A&Q Multi-Strategy Fund,['0001506707'],0001506707,[],2020-08-18,2020-08-18,0,0,1
333-225545,2,1,1,0,True,['8-K/A'],['other'],other,"['Lux Amber, Corp.']","Lux Amber, Corp.",['0001740695'],0001740695,[],2020-07-02,2020-07-02,0,1,1
333-225551,8,8,0,8,False,['424B2' '424B3'],['prospectus_supplement'],prospectus_supplement,['UBS AG'],UBS AG,['0001114446'],0001114446,"['AMNA' 'AMND' 'AMTR' 'AMUB' 'BDCX' 'BDCZ' 'CEFD' 'DJCB' 'ESUS' 'FEDL'
 'HDLB' 'IFED' 'IWDL' 'IWFL' 'IWML' 'MLPB']",2020-01-08,2021-02-05,394,0,8
333-225618,4,4,0,4,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['Oi S.A./ADR'],Oi S.A./ADR,['0001664614'],0001664614,[],2021-11-19,2024-08-29,1014,0,4
333-225621,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['SITE Centers Corp.'],SITE Centers Corp.,['0000894315'],0000894315,['SITC' 'SITC-PA'],2021-03-02,2021-03-03,1,0,2
333-225636,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['uniQure N.V.'],uniQure N.V.,['0001590560'],0001590560,['QURE'],2020-03-02,2020-03-02,0,0,1
333-225685,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['TREVENA INC'],TREVENA INC,['0001429560'],0001429560,['TRVN'],2020-08-11,2020-08-13,2,0,2
333-225698,2,2,0,2,False,['424B2'],['prospectus_supplement'],prospectus_supplement,['Horizon Technology Finance Corp'],Horizon Technology Finance Corp,['0001487428'],0001487428,['HRZN' 'HTFB' 'HTFC'],2021-03-23,2021-03-24,1,0,2
333-225712,3,3,0,3,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['SenesTech, Inc.']","SenesTech, Inc.",['0001680378'],0001680378,['SNES'],2020-01-24,2021-03-23,424,0,3
333-225731,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Globant S.A.'],Globant S.A.,['0001557860'],0001557860,['GLOB'],2020-06-03,2021-05-24,355,0,2
333-225756,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Playa Hotels & Resorts N.V.'],Playa Hotels & Resorts N.V.,['0001692412'],0001692412,['PLYA'],2021-01-06,2021-01-08,2,0,2
333-225789,4,4,0,4,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Check-Cap Ltd'],Check-Cap Ltd,['0001610590'],0001610590,['CHEK'],2020-04-22,2021-07-02,436,0,4
333-225830,2,2,0,2,False,['424B2' '424B5'],['prospectus_supplement'],prospectus_supplement,['Discover Financial Services'],Discover Financial Services,['0001393612'],0001393612,['DFS'],2020-06-17,2020-06-18,1,0,2
333-225875,4,4,0,4,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['ProPhase Labs, Inc.']","ProPhase Labs, Inc.",['0000868278'],0000868278,['PRPH'],2020-09-23,2021-01-20,119,0,4
333-225878,4,4,0,4,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Bellerophon Therapeutics, Inc.']","Bellerophon Therapeutics, Inc.",['0001600132'],0001600132,['BLPH'],2020-03-31,2020-05-20,50,0,4
333-225935,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['IMAGEWARE SYSTEMS INC'],IMAGEWARE SYSTEMS INC,['0000941685'],0000941685,['IWSY'],2020-02-21,2020-05-01,70,0,2
333-225964,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['DIANA SHIPPING INC.'],DIANA SHIPPING INC.,['0001318885'],0001318885,['DSX' 'DSX-PB' 'DSX-WT'],2021-04-23,2021-04-23,0,0,1
333-225999,4,4,0,4,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['BIOHITECH GLOBAL, INC.']","BIOHITECH GLOBAL, INC.",['0001590383'],0001590383,['RENO'],2020-07-27,2021-02-22,210,0,4
333-226006,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['MATERIALISE NV'],MATERIALISE NV,['0001091223'],0001091223,['MTLS'],2021-06-09,2021-06-10,1,0,2
333-226060,6,6,0,6,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['ASTROTECH Corp'],ASTROTECH Corp,['0001001907'],0001001907,['ASTC'],2020-03-25,2021-02-12,324,0,6
333-226089,3,3,0,3,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Fortress Biotech, Inc.']","Fortress Biotech, Inc.",['0001429260'],0001429260,['FBIO' 'FBIOP'],2020-01-27,2020-05-19,113,0,3
333-226100,5,5,0,5,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Adamis Pharmaceuticals Corp'],Adamis Pharmaceuticals Corp,['0000887247'],0000887247,['DMKPQ'],2020-02-24,2021-01-29,340,0,5
333-226167,2,2,0,2,False,['424B2'],['prospectus_supplement'],prospectus_supplement,['KKR Real Estate Finance Trust Inc.'],KKR Real Estate Finance Trust Inc.,['0001631596'],0001631596,['KREF' 'KREF-PA'],2021-10-27,2021-10-29,2,0,2
333-226175,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['MUSTANG BIO, INC.']","MUSTANG BIO, INC.",['0001680048'],0001680048,['MBIO'],2020-06-12,2020-06-12,0,0,1
333-226240,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['KAZIA THERAPEUTICS LTD'],KAZIA THERAPEUTICS LTD,['0001075880'],0001075880,['KZIA'],2021-03-31,2021-03-31,0,0,1
333-226266,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Aldeyra Therapeutics, Inc.']","Aldeyra Therapeutics, Inc.",['0001341235'],0001341235,['ALDX'],2021-01-13,2021-01-14,1,0,2
333-226271,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['VBI Vaccines Inc/BC'],VBI Vaccines Inc/BC,['0000764195'],0000764195,['VBIVQ'],2020-04-21,2020-04-24,3,0,2
333-226278,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['RedHill Biopharma Ltd.'],RedHill Biopharma Ltd.,['0001553846'],0001553846,['RDHL'],2021-01-11,2021-01-13,2,0,2
333-226289,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['REATA PHARMACEUTICALS INC'],REATA PHARMACEUTICALS INC,['0001358762'],0001358762,[],2020-12-01,2020-12-03,2,0,2
333-226319,4,4,0,4,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['CALADRIUS BIOSCIENCES, INC.']","CALADRIUS BIOSCIENCES, INC.",['0000320017'],0000320017,['LSTA'],2020-04-27,2021-02-16,295,0,4
333-226324,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['AgEagle Aerial Systems Inc.'],AgEagle Aerial Systems Inc.,['0000008504'],0000008504,['UAVS'],2020-05-13,2020-05-13,0,0,1
333-226337,2,2,0,2,False,['424B2'],['prospectus_supplement'],prospectus_supplement,['SLM Corp'],SLM Corp,['0001032033'],0001032033,['SLM' 'SLMBP'],2020-10-26,2020-10-28,2,0,2
333-226421,7,7,0,7,False,['424B2'],['prospectus_supplement'],prospectus_supplement,['DEUTSCHE BANK AKTIENGESELLSCHAFT'],DEUTSCHE BANK AKTIENGESELLSCHAFT,['0001159508'],0001159508,['ADZCF' 'DB' 'DEENF' 'DGP' 'DGZ' 'DZZ' 'OLOXF'],2020-02-10,2021-01-13,338,0,7
333-226497,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['IVERIC bio, Inc.']","IVERIC bio, Inc.",['0001410939'],0001410939,[],2020-06-17,2020-06-19,2,0,2
333-226518,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['DURECT CORP'],DURECT CORP,['0001082038'],0001082038,['DRRX'],2021-02-04,2021-02-05,1,0,2
333-226539,6,6,0,6,False,['424B2' '424B5'],['prospectus_supplement'],prospectus_supplement,['CONSOLIDATED EDISON CO OF NEW YORK INC'],CONSOLIDATED EDISON CO OF NEW YORK INC,['0000023632'],0000023632,[],2020-03-26,2021-06-04,435,0,6
333-226622,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Turtle Beach Corp'],Turtle Beach Corp,['0001493761'],0001493761,['HEAR'],2020-08-07,2020-08-07,0,0,1
333-226642,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['TPG RE Finance Trust, Inc.']","TPG RE Finance Trust, Inc.",['0001630472'],0001630472,['TRTX' 'TRTX-PC'],2021-06-07,2021-06-09,2,0,2
333-226650,4,4,0,4,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['AILERON THERAPEUTICS INC'],AILERON THERAPEUTICS INC,['0001420565'],0001420565,['ALRN'],2020-06-03,2021-01-29,240,0,4
333-226691,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['REGENXBIO Inc.'],REGENXBIO Inc.,['0001590877'],0001590877,['RGNX'],2021-01-06,2021-01-08,2,0,2
333-226726,6,6,0,6,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['NEW YORK MORTGAGE TRUST INC'],NEW YORK MORTGAGE TRUST INC,['0001273685'],0001273685,['NYMT' 'NYMTI' 'NYMTL' 'NYMTM' 'NYMTN' 'NYMTZ'],2020-01-07,2021-06-30,540,0,6
333-226727,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Pfenex Inc.'],Pfenex Inc.,['0001478121'],0001478121,[],2020-05-07,2020-05-07,0,0,1
333-226730,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['SYNLOGIC, INC.']","SYNLOGIC, INC.",['0001527599'],0001527599,['SYBX'],2021-04-15,2021-04-19,4,0,2
333-226748,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Kala Pharmaceuticals, Inc.']","Kala Pharmaceuticals, Inc.",['0001479419'],0001479419,['KALA'],2020-03-11,2020-03-12,1,0,2
333-226789,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Loop Industries, Inc.']","Loop Industries, Inc.",['0001504678'],0001504678,['LOOP'],2020-09-21,2020-09-22,1,0,2
333-226795,10,10,0,10,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['Magnolia Oil & Gas Corp'],Magnolia Oil & Gas Corp,['0001698990'],0001698990,['MGY'],2021-03-02,2022-11-04,612,0,10
333-226796,7,7,0,7,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Seanergy Maritime Holdings Corp.'],Seanergy Maritime Holdings Corp.,['0001448397'],0001448397,['SHIP'],2020-04-13,2021-02-19,312,0,7
333-226845,2,2,0,2,False,['424B3' '424B5'],['prospectus_supplement'],prospectus_supplement,['RADA ELECTRONIC INDUSTRIES LTD'],RADA ELECTRONIC INDUSTRIES LTD,['0000761238'],0000761238,[],2020-01-07,2020-01-09,2,0,2
333-226979,1,1,1,0,True,['8-K/A'],['other'],other,"['ASSISTED 4 LIVING, INC.']","ASSISTED 4 LIVING, INC.",['0001719435'],0001719435,[],2021-06-02,2021-06-02,0,1,0
333-226988,6,6,0,6,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Advaxis, Inc.']","Advaxis, Inc.",['0001100397'],0001100397,['ADXS'],2020-01-21,2021-04-12,447,0,6
333-227001,186,186,0,186,False,['424B2'],['prospectus_supplement'],prospectus_supplement,['ROYAL BANK OF CANADA'],ROYAL BANK OF CANADA,['0001000275'],0001000275,['RBCPF' 'RBMCF' 'RY' 'RYLBF'],2020-01-07,2021-09-13,615,0,186
333-227014,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,"['Vivint Solar, Inc.']","Vivint Solar, Inc.",['0001607716'],0001607716,[],2020-08-19,2020-08-19,0,0,1
333-227016,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['AC Immune SA'],AC Immune SA,['0001651625'],0001651625,['ACIU'],2022-05-19,2022-05-19,0,0,1
